ID,CATEGORIA,TITOLO,AUTORE,CASA_EDITRICE,ANNO_PUBBLICAZIONE,NOTE,SCOMPARTO
2921,Musica classica,"Musica Volume 1 (A - o) ""Le Garzantine""",AAVV,Il Giornale,2004,,
2922,Musica classica,Musica classica. Compositori e Interpreti,AAVV,Mondadori Electa Panorama,2005,,
2923,Musica classica,Musica '79. La Biennale: Venezia 25 settembre 30 ottobre 1979,AAVV,La Biennale Venezia,1979,,
2924,Musica classica,Mozart: la vita e le opere,AAVV,Edizioni della Scala,1955,,
2925,Musica classica,"Mendelssohn Bartholdy: Gli Oratori Paulus, Elias, Christus",AAVV,Ariele,1995,,
2926,Musica classica,Lo spazio della musica,AAVV,BPM Banca Popolare di Milano,2002,Cofanetto con 2 CD,
2927,Musica classica,Libro Bianco sul Pop in Italia,AAVV,Arcana Editrice,1976,,
2928,Musica classica,Il coro del teatro alla Scala,AAVV,Banco Lariano,1988,,
2929,Musica classica,Gustav Mahler. Il suono incantato di Myung-Whun Chung,AAVV,IntesaBci,2002,Cofanetto con CD,
2930,Musica classica,Guida alla musica sinfonica,AAVV,Mondadori,1968,,
2931,Musica classica,Dizionario RICORDI della musica e dei musicisti,AAVV,Ricordi,1959,,
2932,Musica classica,Claude Debussy. La magia del suono di Claudio Abbado,AAVV,IntesaBci,2001,Cofanetto con CD,??????
2933,Musica classica,Chopin e il suono di Pleyel. Arte e musica nella Parigi romantica. +CD,AAVV,Mediocredito Italiano,2010,Cofanetto con CD,
2934,Musica classica,Berio. Il passato nel presente,AAVV,BPM Banca Popolare di Milano,2004,Cofanetto con CD,
2935,Musica classica,Antonio Guarnieri. (Grandi maestri della Scala,AAVV,CAB Credito Artigiano Bresciano,1996,Cofanetto con CD,
2936,NarrItaliana,Una vita all'improvvisa,"Fo Dario, Rame Franca",Guanda,2009,,
2937,NarrItaliana,Morte e ressurrezione di un pupazzo,Fo Dario,Sapere Edizioni,1971,,
2938,NarrItaliana,L'opera dello sghignazzo,Fo Dario,Ed. Franca Rame,1981,,
2939,NarrItaliana,La figlia del papa,Fo Dario,Chiarelettere Editore,2014,,
2940,NarrItaliana,Il teatro politico di Dario Fo. + La censura fallita di Jean Chesneaux,Fo Dario,Gabriele Mazzotta Editore,1977,,
2941,NarrItaliana,"Clacson, trombette e pernacchie",Fo Dario,Ed. Franca Rame,1980,,
2942,NarrItaliana,Bulli. Il romanzo choc di un adolescente,Filippo B.,Mursia,2008,Scuola,
2943,NarrItaliana,Sangue mio,Ferrario D.,Feltrinelli,2010,,
2944,NarrItaliana,L'Amore molesto,Ferrante E.,Edizioni e/o,1996,NON SI TROVA,
2945,NarrItaliana,La metà del cielo,Ferracuti Angelo,Mondadori,2019,,
2946,NarrItaliana,Una questione privata - I ventitre giorni della città di Alba,Fenoglio Beppe,Einaudi,1990,,
2947,NarrItaliana,Il partigiano Johnny,Fenoglio Beppe,La Repubblica,2003,,
2948,NarrItaliana,I ventitre giorni della città di Alba,Fenoglio Beppe,Einaudi,1952,,
2949,NarrItaliana,"Breve, ma utile, guida alla pigrizia. (Titolo provvisorio)",Fantoni G.,Zelig Editore,1995,,
2950,NarrItaliana,La penna sul cappello,Fabietti A.,SEI,1944,,
2951,NarrItaliana,Fra me e te,Erba Marco,Rizzoli,2016,,
2952,NarrItaliana,Ammazza l'uccellino. Letture scolastiche per i bambini della maggioranza silenziosa,Eco Umberto (Dedalus pseudonimo),Bompiani,1973,Fotocopia,
2953,NarrItaliana,Sette anni di desiderio. Cronache 1977-1983,Eco Umberto,Bompiani,1983,,
2954,NarrItaliana,Postille a il nome della rosa,Eco Umberto,Bompiani,1983,,
2955,NarrItaliana,La misteriosa fiamma della regina Loana,Eco Umberto,Bompiani,2004,,
2956,NarrItaliana,Il secondo diario minimo,Eco Umberto,CLUB,1992,,
2957,NarrItaliana,Il nome della rosa,Eco Umberto,Fabbri,1994,,
2958,NarrItaliana,"L'amore si impara leggendo. Da Jane Austen a Bridget Jones, 90 libri per capire i segreti di una relazione felice","Dorigo Beatrice, Minuti Massimo",,2014,,
2959,NarrItaliana,La moglie che ha sbagliato cugino,Domina Umberto,Sellerio,2008,,
2960,NarrItaliana,Passaggio in ombra,Di Lascia Mariateresa,Feltrinelli,1997,,
2961,NarrItaliana,Settanta acrilico trenta lana,Di Grado Viola,Edizioni e/o,2011,,
2962,NarrItaliana,Un amore di luna,Della Mea I.,Granata Libri,1994,Messo da Lucio Musica,
2963,NarrItaliana,Sveglia sul buio,Della Mea I.,Granata Libri,1995,Messo da Lucio Musica,
2964,NarrItaliana,Se nasco un'altra volta ci rinuncio,Della Mea I.,Interno Giallo,1992,Messo da Lucio Musica,
2965,NarrItaliana,Se la vita ti dà uno schiaffo,Della Mea I.,Jaca Book,2009,Messo da Lucio Musica,
2966,NarrItaliana,Il sasso dentro,Della Mea I.,Tropea,2012,Messo da Lucio Musica,
2967,NarrItaliana,Cenere,Deledda G.,Mondadori,1973,,
2968,NarrItaliana,Canne al vento,Deledda G.,Mondadori,1950,,
2969,NarrItaliana,I vicerè,De Roberto Federico,Edizioni e/o,1984,,
2970,NarrItaliana,Nati due volte,Pontiggia Giuseppe,Mondadori,2000,,
2971,NarrItaliana,Tre uomini paradossali,De Michele G.,Einaudi,2004,NON SI TROVA,
2972,NarrItaliana,Uccelli da gabbia e da voliera,De Carlo Andrea,Mondadori,1982,,
2973,NarrItaliana,Macno,De Carlo Andrea,Bompiani,1984,,
2974,NarrItaliana,Il pendolo di Foucault,Eco Umberto,Bompiani,1988,,
2975,NarrItaliana,Due di due,De Carlo Andrea,Mondadori,1989,,
2976,NarrItaliana,Di noi tre,De Carlo Andrea,Mondadori,1997,,
2977,NarrItaliana,Arcodamore,De Carlo Andrea,Bompiani,1993,,
2978,NarrItaliana,Un destino ridicolo,"De Andrè Fabrizio, Gennari Alessandro",Einaudi,1996,,
2979,NarrItaliana,Il matrimonio extraconiugale,Dazzi Michela,Stamperia della Frontiera,1986,,
2980,NarrItaliana,Lo sciamano inelicottero. Per una storia del presente,D'Eramo Marco,Feltrinelli,1999,,
2981,NarrItaliana,Deviazione,D'Eramo Luce,Mondadori,1979,,
2982,NarrItaliana,Un Uomo,Fallaci O.,Rizzoli,1979,Mariateresa,
2983,NarrItaliana,L'arte di essere fragili. Come Leopardi può salvarti la vita,D'Avenia Alessandro,Mondadori,2016,,
2984,NarrItaliana,Cose che nessuno sa,D'Avenia Alessandro,Mondadori,2011,,
2985,NarrItaliana,Ciò che inferno non è,D'Avenia Alessandro,Mondadori,2014,,
2986,NarrItaliana,La malaora,Fenoglio Beppe,Einaudi,1954,,
2987,NarrItaliana,Bianca come il latte rossa come il sangue,D'Avenia Alessandro,Mondadori,2010,,
2988,NarrItaliana,Il piacere,D'Annumzio G.,Mondadori,1951,,
2989,NarrItaliana,Il fuoco,D'Annumzio G.,Mondadori,1951,,
2990,NarrItaliana,Per non dargliela vinta. Scena e retroscena di un uxoricidio,Ferrari Giovanna,Il Ciliegio Edizioni,2012,,
2991,NarrItaliana,Album Hemingway,"D'Amico Masolino, Romano E.",Mondadori,1988,NON SI TROVA,
2992,NarrItaliana,Se una mattina d'estate un bambino. Lettera a mio figlio sull'amore per i libri,Cotroneo Roberto,Frassinelli,1994,,
2993,NarrItaliana,Questo amore,Cotroneo Roberto,Mondadori,2006,,
2994,NarrItaliana,Uomini e buoi … (Introd. C. Alvaro),Costa Roberto,SEI,1971,,
2995,NarrItaliana,Donna ,Cortese Adelina,L'autore Libri Firenze,1999,,
2996,NarrItaliana,Le avventure di Pinocchio,Collodi Carlo,Bibl. Ideale Tascabile,1995,,
2997,NarrItaliana,Il sarchiapone e altre strane storie,Chiari Walter,Mondadori,2000,,
2998,NarrItaliana,"Storia vera di Piero D'Angera, che alla crociata non c'era",Fo Dario,La Comune,1981,,
2999,NarrItaliana,Vita di Gabriele D'annunzio,Chiara Piero,CLUB,1978,,
3000,NarrItaliana,La spartizione. La comica avventura di un uomo diviso fra tre donne,Chiara Piero,Mondadori,1964,,
3001,NarrItaliana,La famosa invasione degli orsi in Sicilia,Buzzati Dino,Mondadori,1981,,
3002,NarrItaliana,L'uccisione del drago,Buzzati Dino,Mondadori,1958,,
3003,NarrItaliana,Sessanta racconti,Buzzati Dino,Mondadori,1958,,
3004,NarrItaliana,Un amore,Buzzati Dino,Mondadori,1963,,
3005,NarrItaliana,Il sentiero dei profumi,Caboni Cristina,Garzanti,2014,,
3006,NarrItaliana,La mattina dopo,Calabresi Mario,Mondadori,2019,,
3007,NarrItaliana,Io e l'avvocato. Storia dei nostri padri,Calopresti Mimmo,Mondadori,2013,,
3008,NarrItaliana,Fiabe Italiane. Raccolte dalla tradizione popolare e trascritte in lingua dai vari dialetti da Italo Calvino. Voll. 1 & 2,Calvino Italo,Mondadori,1956,,
3009,NarrItaliana,Fiabe Italiane. Raccolte e trascritte da Italo Calvino. Voll. II. Italia centrale,Calvino Italo,Einaudi,1956,,
3010,NarrItaliana,Il cavaliere inesistente,Calvino Italo,Mondadori,1993,,
3011,NarrItaliana,Il sentiero dei nidi di ragno,Calvino Italo,Mondadori,1947,,
3012,NarrItaliana,Il visconte dimezzato,Calvino Italo,Mondadori,1983,,
3013,NarrItaliana,La giornata d'uno scrutatore,Calvino Italo,Momdadori,1972,,
3014,NarrItaliana,Marcovaldo,Calvino Italo,Einaudi,1966,,
3015,NarrItaliana,Palomar,Calvino Italo,Euroclub,1984,,
3016,NarrItaliana,Se una notte d'inverno un viaggiatore,Calvino Italo,La Repubblica,2002,,
3017,NarrItaliana,"Agosto moglie mia non ti conosco. Un'intricata vicenda di donne bellissime, dongiovanni impenitenti, cinture di castità e palombari",Campanile A.,BUR,1930,,
3018,NarrItaliana,Poco più di niente,Canali Luca,Bompiani,1991,,
3019,NarrItaliana,La linea del tomori,Cancogni M.,Club degli editori,1965,,
3020,NarrItaliana,L'animale femmina,Canepa Emanuela,Mondolibri,2018,,
3021,NarrItaliana,Analfabeatles. Filosofia di una passione elementare,Carboni M.,Castelvecchi,2012,Messo da Lucio Musica,
3022,NarrItaliana,Io sono di legno,Carcasi G.,Feltrinelli,2007,,
3023,NarrItaliana,Radiopirata,Carofiglio Francesco,Marsilio,2011,,
3024,NarrItaliana,Il passato è una terra straniera,Carofiglio Gianrico,Corriere della Sera,2006,,
3025,NarrItaliana,Il silenzio dell'onda,Carofiglio Gianrico,Mondolibri,2011,,
3026,NarrItaliana,La disciplina di Penelope,Carofiglio Gianrico,Mondadori,2021,,
3027,NarrItaliana,L'arte del dubbio,Carofiglio Gianrico,Sellerio,2007,,
3028,NarrItaliana,Né qui né altrove. Una notte a Bari,Carofiglio Gianrico,Laterza,2008,,
3029,NarrItaliana,Non esiste saggezza,Carofiglio Gianrico,Rizzoli,2010,,
3030,NarrItaliana,Testimone inconsapevole,Carofiglio Gianrico,Sellerio,2002,,
3031,NarrItaliana,Alfonso Pignanelli. Dedicato a un amico,Casa del Popolo,Il Papiro Altrastoria,2000,,
3032,NarrItaliana,"Breve passaggio. ""Un pezzo di storia con Piero""",Casa del Popolo,Vicolo del Pavone,,,
3033,NarrItaliana,Fausto e Anna,Cassola Carlo,Sansoni,1990,,
3034,NarrItaliana,La ragazza di Bube,Cassola Carlo,Mondadori,2013,,
3035,NarrItaliana,Senza colpo ferire,Cattivelli Antonio,Edizioni Pontegobbo,2003,,
3036,NarrItaliana,I ragazzi che volevano fare la rivoluzione. 1968 – 1978 Storia critica di Lotta Continua,Cazzullo Aldo,Sperling & Kupfer,1998,,
3037,NarrItaliana,"La mia anima è ovunque tu sia. Un delitto, un tesoro, una guerra, un amore",Cazzullo Aldo,Mondadori,2011,,
3038,NarrItaliana,Mussolini il capobanda. Perché dovremmo vergognarci del fascismo,Cazzullo Aldo,Mondadori,2022,,
3039,NarrItaliana,La voce dei padroni,Cederna Camilla,Longanesi,1962,,
3040,NarrItaliana,Nostra Italia del miracolo,Cederna Camilla,Mondadori,1980,,
3041,NarrItaliana,La cattiva figlia,Cerati Carla,Frassinelli,1990,,
3042,NarrItaliana,La seconda occasione,Cerati Carla,Frassinelli,2001,,
3043,NarrItaliana,L'emiliana,Cerati Carla,Marsilio,2008,,
3044,NarrItaliana,L'intruso,Cerati Carla,Marsilio,2004,,
3045,NarrItaliana,Un matrimonio perfetto,Cerati Carla,Frassinelli,1991,,
3046,NarrItaliana,Uno e l'altro. Storia di una sconfitta femminile,Cerati Carla,Rizzoli,1983,,
3047,NarrItaliana,I promessi sposi siciliani. Mafia e speranza,Cerruti Giuseppe,Todariana Editrice,1991,,
3048,NarrItaliana,Storie per quattro giornate,Cesari Severino,Sellerio,1989,,
3049,NarrItaliana,Basta poco per sentirsi soli,Cherchi Grazia,Edizioni e/o,1991,,
3050,NarrItaliana,La spartizione. La comica avventura di un uomo diviso fra tre donne,Chiara Piero,Mondadori,1964,,
3051,NarrItaliana,Vita di Gabriele D'annunzio,Chiara Piero,CLUB,1978,,
3052,NarrItaliana,Il sarchiapone e altre strane storie,Chiari Walter,Mondadori,2000,,
3053,NarrItaliana,Le avventure di Pinocchio,Collodi Carlo,Bibl. Ideale Tascabile,1995,,
3054,NarrItaliana,Donna ,Cortese Adelina,L'autore Libri Firenze,1999,,
3055,NarrItaliana,Uomini e buoi … (Introd. C. Alvaro),Costa Roberto,SEI,1971,,
3056,NarrItaliana,Questo amore,Cotroneo Roberto,Mondadori,2006,,
3057,NarrItaliana,Se una mattina d'estate un bambino. Lettera a mio figlio sull'amore per i libri,Cotroneo Roberto,Frassinelli,1994,,
3058,NarrItaliana,Album Hemingway,"D'Amico Masolino, Romano E.",Mondadori,1988,NON SI TROVA,
3059,NarrItaliana,Il fuoco,D'Annumzio G.,Mondadori,1951,,
3060,NarrItaliana,Il piacere,D'Annumzio G.,Mondadori,1951,,
3061,NarrItaliana,Bianca come il latte rossa come il sangue,D'Avenia Alessandro,Mondadori,2010,,
3062,NarrItaliana,Ciò che inferno non è,D'Avenia Alessandro,Mondadori,2014,,
3063,NarrItaliana,Cose che nessuno sa,D'Avenia Alessandro,Mondadori,2011,,
3064,NarrItaliana,L'arte di essere fragili. Come Leopardi può salvarti la vita,D'Avenia Alessandro,Mondadori,2016,,
3065,NarrItaliana,Deviazione,D'Eramo Luce,Mondadori,1979,,
3066,NarrItaliana,Lo sciamano inelicottero. Per una storia del presente,D'Eramo Marco,Feltrinelli,1999,,
3067,NarrItaliana,Il matrimonio extraconiugale,Dazzi Michela,Stamperia della Frontiera,1986,,
3068,NarrItaliana,Un destino ridicolo,"De Andrè Fabrizio, Gennari Alessandro",Einaudi,1996,,
3069,NarrItaliana,Arcodamore,De Carlo Andrea,Bompiani,1993,,
3070,NarrItaliana,Di noi tre,De Carlo Andrea,Mondadori,1997,,
3071,NarrItaliana,Due di due,De Carlo Andrea,Mondadori,1989,,
3072,NarrItaliana,Macno,De Carlo Andrea,Bompiani,1984,,
3073,NarrItaliana,Uccelli da gabbia e da voliera,De Carlo Andrea,Mondadori,1982,,
3074,NarrItaliana,Tre uomini paradossali,De Michele G.,Einaudi,2004,NON SI TROVA,
3075,NarrItaliana,I vicerè,De Roberto Federico,Edizioni e/o,1984,,
3076,NarrItaliana,Canne al vento,Deledda G.,Mondadori,1950,,
3077,NarrItaliana,Cenere,Deledda G.,Mondadori,1973,,
3078,NarrItaliana,Il sasso dentro,Della Mea I.,Tropea,2012,Messo da Lucio Musica,
3079,NarrItaliana,Se la vita ti dà uno schiaffo,Della Mea I.,Jaca Book,2009,Messo da Lucio Musica,
3080,NarrItaliana,Se nasco un'altra volta ci rinuncio,Della Mea I.,Interno Giallo,1992,Messo da Lucio Musica,
3081,NarrItaliana,Sveglia sul buio,Della Mea I.,Granata Libri,1995,Messo da Lucio Musica,
3082,NarrItaliana,Un amore di luna,Della Mea I.,Granata Libri,1994,Messo da Lucio Musica,
3083,NarrItaliana,Settanta acrilico trenta lana,Di Grado Viola,Edizioni e/o,2011,,
3084,NarrItaliana,Passaggio in ombra,Di Lascia Mariateresa,Feltrinelli,1997,,
3085,NarrItaliana,Nati due volte,Pontiggia Giuseppe,Mondadori,2000,,
3086,NarrItaliana,La moglie che ha sbagliato cugino,Domina Umberto,Sellerio,2008,,
3087,NarrItaliana,"L'amore si impara leggendo. Da Jane Austen a Bridget Jones, 90 libri per capire i segreti di una relazione felice","Dorigo Beatrice, Minuti Massimo",,2014,,
3088,NarrItaliana,Il nome della rosa,Eco Umberto,Fabbri,1994,,
3089,NarrItaliana,Il pendolo di Foucault,Eco Umberto,Bompiani,1988,,
3090,NarrItaliana,Il secondo diario minimo,Eco Umberto,CLUB,1992,,
3091,NarrItaliana,La misteriosa fiamma della regina Loana,Eco Umberto,Bompiani,2004,,
3092,NarrItaliana,Postille a il nome della rosa,Eco Umberto,Bompiani,1983,,
3093,NarrItaliana,Sette anni di desiderio. Cronache 1977-1983,Eco Umberto,Bompiani,1983,,
3094,NarrItaliana,Ammazza l'uccellino. Letture scolastiche per i bambini della maggioranza silenziosa,Eco Umberto (Dedalus pseudonimo),Bompiani,1973,Fotocopia,
3095,NarrItaliana,Fra me e te,Erba Marco,Rizzoli,2016,,
3096,NarrItaliana,La penna sul cappello,Fabietti A.,SEI,1944,,
3097,NarrItaliana,Un Uomo,Fallaci O.,Rizzoli,1979,Mariateresa,
3098,NarrItaliana,"Breve, ma utile, guida alla pigrizia. (Titolo provvisorio)",Fantoni G.,Zelig Editore,1995,,
3099,NarrItaliana,I ventitre giorni della città di Alba,Fenoglio Beppe,Einaudi,1952,,
3100,NarrItaliana,Il partigiano Johnny,Fenoglio Beppe,La Repubblica,2003,,
3101,NarrItaliana,La malaora,Fenoglio Beppe,Einaudi,1954,,
3102,NarrItaliana,Una questione privata - I ventitre giorni della città di Alba,Fenoglio Beppe,Einaudi,1990,,
3103,NarrItaliana,La metà del cielo,Ferracuti Angelo,Mondadori,2019,,
3104,NarrItaliana,L'Amore molesto,Ferrante E.,Edizioni e/o,1996,NON SI TROVA,
3105,NarrItaliana,Per non dargliela vinta. Scena e retroscena di un uxoricidio,Ferrari Giovanna,Il Ciliegio Edizioni,2012,,
3106,NarrItaliana,Sangue mio,Ferrario D.,Feltrinelli,2010,,
3107,NarrItaliana,Bulli. Il romanzo choc di un adolescente,Filippo B.,Mursia,2008,Scuola,
3108,NarrItaliana,"Clacson, trombette e pernacchie",Fo Dario,Ed. Franca Rame,1980,,
3109,NarrItaliana,Il teatro politico di Dario Fo. + La censura fallita di Jean Chesneaux,Fo Dario,Gabriele Mazzotta Editore,1977,,
3110,NarrItaliana,La figlia del papa,Fo Dario,Chiarelettere Editore,2014,,
3111,NarrItaliana,L'opera dello sghignazzo,Fo Dario,Ed. Franca Rame,1981,,
3112,NarrItaliana,Morte e ressurrezione di un pupazzo,Fo Dario,Sapere Edizioni,1971,,
3113,NarrItaliana,"Storia vera di Piero D'Angera, che alla crociata non c'era",Fo Dario,La Comune,1981,,
3114,NarrItaliana,Una vita all'improvvisa,"Fo Dario, Rame Franca",Guanda,2009,,
3115,NarrItaliana,La speranza non muore,Fraschini Franco,Editrice Massimo,1974,,
3116,NarrItaliana,Elogio alla bruttezza,Frescura Loredana,Fanucci Editore,2006,NON SI TROVA,
3117,NarrItaliana,La voce di noi due,Frescura Loredana,Fanucci Editore,2007,,
3118,NarrItaliana,Volevo solo vendere la pizza. Le disavventure di un piccolo imprenditore,Furini Luigi,Garzanti,2007,,
3119,NarrItaliana,L'amor vile,Fusini Nadia,Mondadori,1999,,
3120,NarrItaliana,Quer pasticciaccio brutto de via Merulana,Gadda Emilio,La Repubblica,2002,,
3121,NarrItaliana,Ombra di giraffa,Gambarotta Bruno,Garzanti,2014,,
3122,NarrItaliana,Caduta dentro un no. Ballate,Garlaschelli Barbara,Morellini Editore,2020,,
3123,NarrItaliana,Marta nelle onde,Garlaschelli Barbara,Edizioni E/L,2000,,
3124,NarrItaliana,Non ti voglio vicino,Garlaschelli Barbara,Frassinelli,2010,NON SI TROVA,
3125,NarrItaliana,Non volevo morire vergine,Garlaschelli Barbara,Piemme,2017,,
3126,NarrItaliana,Sirena. Mezzo pesante in movimento. La storia di una battaglia per trasformare la diversità in forza,Garlaschelli Barbara,Salani Editore,2004,NON SI TROVA,
3127,NarrItaliana,"Bilal. Viaggiare, lavorare, morire da clandestini",Gatti F.,Rizzoli,2007,NON SI TROVA,
3128,NarrItaliana,La bellezza nonostante,Geda Fabio,Transeuropa Edizioni,2011,,
3129,NarrItaliana,Nel mare ci sono i coccodrilli. Storia vera di Enaiatollah Akbari,Geda Fabio,B. C. Dalai Editore,2010,,
3130,NarrItaliana,Cagliostro,Gervaso Roberto,Rizzoli,1976,,
3131,NarrItaliana,Casa Bronte,Gesparetto P. F.,Mondadori,1991,NON SI TROVA,
3132,NarrItaliana,Saigon era Disneyland (in confronto),Gino & Michele,L'Unità,1994,NON SI TROVA,
3133,NarrItaliana,Lessico famigliare,Ginzburg Natalia,La Repubblica,2003,,
3134,NarrItaliana,Un killer dolcissimo. Indagine psicoanalitica sull'opera di Italo Svevo,Gioanola Elio,Il Melangolo,1979,,
3135,NarrItaliana,Divorare il cielo,Giordano Paolo,Einaudi,2018,,
3136,NarrItaliana,Il nero e l'argento,Giordano Paolo,Einaudi,2014,,
3137,NarrItaliana,La solitudine dei numeri primi,Giordano Paolo,Mondadori,2008,NON SI TROVA,
3138,NarrItaliana,Svaraj Gandharva,Giovannelli Giovanni,TRANCHIDA EDITORI,1986,,
3139,NarrItaliana,"Attraverso i nostri occhi. Vivere da bambini in un campo profughi. (Con gli studenti di ""MAZI'"") A cura di Nicoletta Novara",Govoni Nicolò,BUR Rizzoli,2020,,
